"DOCUMENTIDENTIFIER","DOCUMENTTYPE","CANONICALPATH"
CIT39838,ControlTesterTestItem,/FSCP06/Support/1a_April 2016 - Financial Statement Close Meeting.pdf
CIT39838,ControlTesterTestItem,/FSCP06/Support/1b_Mail - Financial Package Email.pdf
CIT39838,ControlTesterTestItem,/FSCP06/Support/2a_May 2016 - Financial Statement Close Meeting.pdf
CIT39838,ControlTesterTestItem,/FSCP06/Support/2b_May 2016 - Financial Statement Package.pdf
CIT39838,ControlTesterTestItem,/FSCP06/Support/3a_June 2016 - Financial Statement Close Meeting.pdf
CIT39838,ControlTesterTestItem,/FSCP06/Support/3b_June 2016 - Financial Statement Package.pdf
CIT39838,ControlTesterTestItem,/FSCP06/Support/4a_July 2016 - Financial Statement Close Meeting.pdf
CIT39838,ControlTesterTestItem,/FSCP06/Support/4b_July 2016 - Financial Statement Package.pdf
CIT39839,ControlTesterTestItem,/FSCP2.1/1 - FSCP02.1_Detailed Testing.xlsx
CIT39839,ControlTesterTestItem,/FSCP2.1/Support/1/FSCP2.1.1A_Jan 2016 Ookla Import from Qkbks - 1.30-2.3.xls
CIT39839,ControlTesterTestItem,/FSCP2.1/Support/1/FSCP2.1.1B_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39839,ControlTesterTestItem,/FSCP2.1/Support/1/FSCP2.1.1C_Email Approval.pdf
CIT39839,ControlTesterTestItem,/FSCP2.1/Support/2/FSCP2.1.2A.csv
CIT39839,ControlTesterTestItem,/FSCP2.1/Support/2/FSCP2.1.2B.pdf
CIT39839,ControlTesterTestItem,/FSCP2.1/Support/3/FSCP2.1.3A_Mar 2016 Ookla Import from Qkbks - 3.1-3.19.xlsx
CIT39839,ControlTesterTestItem,/FSCP2.1/Support/3/FSCP2.1.3B_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39839,ControlTesterTestItem,/FSCP2.1/Support/3/FSCP2.1.3C_Email Approval.pdf
CIT39839,ControlTesterTestItem,/FSCP2.1/Support/4/FSCP2.1.14_Mar '16 Balance Sheet MTD - Detailed (1).xlsx
CIT39839,ControlTesterTestItem,/FSCP2.1/Support/4/FSCP2.1.15_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39839,ControlTesterTestItem,/FSCP2.1/Support/5/FSCP2.1.5A_Salesify Transactions - Apr 2016 - US - 6.xlsx
CIT39839,ControlTesterTestItem,/FSCP2.1/Support/5/FSCP2.1.5B_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39839,ControlTesterTestItem,/FSCP2.1/Support/5/FSCP2.1.5C_Email Approval.pdf
CIT39839,ControlTesterTestItem,/FSCP2.1/Support/6/FSCP2.1.6A.pdf
CIT39839,ControlTesterTestItem,/FSCP2.1/Support/6/FSCP2.1.6A.xlsx
CIT39839,ControlTesterTestItem,/FSCP2.1/Support/7/FSCP2.1.7A_Salesify Transactions - May 2016 - US 2.xlsx
CIT39839,ControlTesterTestItem,/FSCP2.1/Support/7/FSCP2.1.7B_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39839,ControlTesterTestItem,/FSCP2.1/Support/7/FSCP2.1.7C_Email Approval.pdf
CIT39839,ControlTesterTestItem,/FSCP2.1/Support/8/FSCP2.1.8A.xlsx
CIT39839,ControlTesterTestItem,/FSCP2.1/Support/8/FSCP2.1.8B.pdf
CIT39840,ControlTesterTestItem,/FSCP01/FSCP01 Testing.xlsx
CIT39840,ControlTesterTestItem,/FSCP01/FSCP01.1-May 2016 - Closing Checklist.xlsx
CIT39840,ControlTesterTestItem,/FSCP01/FSCP01.2-October 2016 - Closing Checklist.xlsx
CIT39840,ControlTesterTestItem,/FSCP01/FSCP01.2B email confirm Vendor change review documented and approved.pdf
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Letters/Q1 2017 TAG Certification_Belkis Carrasco.pdf
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Acknnowledgements/FW  Q1 2017 TAG IQG Certification Letter - Belkis Carrasco.msg
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Letters/Q1 2017 TAG Certification_Christyn Murdocco.pdf
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Letters/Q1 2017 TAG Certification_Eric Koepele.pdf
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Letters/Q1 2017 TAG Certification_Frank Bilich.pdf
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Letters/Q1 2017 TAG Certification_Jamie Steven.pdf
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Letters/Q1 2017 TAG Certification_Liane Chugerman.pdf
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Letters/Q1 2017 TAG Certification_Michael Irenski.pdf
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Letters/Q1 2017 TAG Certification_Suzanne Sypulski.pdf
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Letters/Q1 2017 TAG Certification_Yael Prough.pdf
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Submissions/Q1 2017 TAG IQG Certification Letter - Belkis Carrasco.msg
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Acknnowledgements/FW  Q1 2017 TAG IQG Certification Letter - Christyn Murdocco.msg
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Acknnowledgements/FW  Q1 2017 TAG IQG Certification Letter - Eric Koepele.msg
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Acknnowledgements/FW  Q1 2017 TAG IQG Certification Letter - Frank Bilich.msg
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Acknnowledgements/FW  Q1 2017 TAG IQG Certification Letter - Liane Chugerman.msg
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Acknnowledgements/FW  Q1 2017 TAG IQG Certification Letter - Yael Prough.msg
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Acknnowledgements/Fwd  Q1 2017 TAG IQG Certification Letter - Michael Irenski.msg
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Acknnowledgements/Re  1 DAY PAST DUE  Reminder  Q1 2017 TAG IQG Certification Letter - Suzanne Sypulski.msg
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Acknnowledgements/Re  Q1 2017 TAG IQG Certification Letter - Jamie Steven.msg
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Submissions/Q1 2017 TAG IQG Certification Letter - Christyn Murdocco.msg
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Submissions/Q1 2017 TAG IQG Certification Letter - Eric Koepele.msg
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Submissions/Q1 2017 TAG IQG Certification Letter - Frank Bilich.msg
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Submissions/Q1 2017 TAG IQG Certification Letter - Jamie Steven.msg
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Submissions/Q1 2017 TAG IQG Certification Letter - Liane Chugerman.msg
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Submissions/Q1 2017 TAG IQG Certification Letter - Michael Irenski.msg
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Submissions/Q1 2017 TAG IQG Certification Letter - Suzanne Sypulski.msg
,StandardLibrary,/TAG IQG Program/Quarterly Certifications/FY17/Q1/Submissions/Q1 2017 TAG IQG Certification Letter - Yael Prough.msg
I55810,Issue,/1 - Original Email from Sue Sypulski - 5.8.2017.pdf
CIT39845,ControlTesterTestItem,/FSCP03/FSCP03 Detailed Testing.xlsx
CIT39845,ControlTesterTestItem,/FSCP03/Support/FSCP03.1_April 2016 - Balance Sheet Reconciliation Checklist.xlsx
CIT39845,ControlTesterTestItem,/FSCP03/Support/FSCP03.2_June 2016 - Balance Sheet Reconciliation Checklist.xlsx
CIT39845,ControlTesterTestItem,/FSCP03/Support/FSCP03.3_October 2016 - Balance Sheet Reconciliation Checklist.xlsx
CIT39845,ControlTesterTestItem,/FSCP03/Support/FSCP03.4_November 2016 - Balance Sheet Reconciliation Checklist.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04 Final Testing.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04 Sample.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.1-1101 BofA ZD Operating Account US_August 2016.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.3-1302 Prepaid Insurance.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.4-1312 Employee Loans and Advances (USA)_August 2016.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.5-1502- Furniture and Fixtures.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.6-1503 Capital Software Development.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.7-1802 Trademarks and Copywrites.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.8_9-1806_1906-Advertiser Base.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.10-1910 - Acc Amort-Trade Names.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.11-1808 - Non Compete Agreements.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.13-2104 - Subscription Refunds Payable.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.14-2218 - Accrued General Expenses (CY).xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.15-2304 - Deferred Advertising Revenue.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.16-1129 BofA ZD Holdings (USD) Account_July 2016.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.17-1801 - Goodwill.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.18-1808 - Non Compete Agreements.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.19-1810- Trade Names.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.20-1908 - Acc Amort-Non Compete Agreements.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.21-1910 - Acc Amort-Trade Names.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.22-2221 - Accrued Audit Fees.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.23-2903 - Note Payable.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.24-1140 Bank Reconciliation Statement.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.25-AR Accounts Reconciliation.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.26-Ookla_1503 Fixed Assets & Deposits_May 2016.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.27-1806 - Advertiser Base.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.28-1810 - Trade Names.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.29-1910 - Acc Amort-Trade Names.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.30-2101Accounts Payable Trade.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.31-1145-WF x 9829 - Salebuild.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.32- 1201 - AR-Advertising.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.33-1505-CIP- Cap Development Software.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.34-1806 - Advertiser Base.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.35-1906 - Acc Amort-Advertiser Base.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.37-1156 - WF Operating Acct - Offers LLC.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.39-1503 - Capital Software Development.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.40-1806 - Advertiser Base.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.42-1142 Bank Reconciliation.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.43-0316 Accounts Receivable.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.44-2101 - Accounts Payable Trade.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.45-1129 Bank Reconciliation.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.41-2218 Accrued General Expense.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.38-1201 - AR-Advertising.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.36-2101 - Accounts Payable Trade.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.2-1201 - AR-Advertising.xlsx
CIT39846,ControlTesterTestItem,/FSCP04 Final Testing/FSCP04.12-2101 - Accounts Payable Trade.xlsx
CIT39847,ControlTesterTestItem,/FSCP14/FSCP14 Detailed Testing.xlsx
CIT39847,ControlTesterTestItem,/FSCP14/Support/FSCP14.1 - February 2016 - Oracle(j2) to NetSuite(ZD) TB Comparison.xlsx
CIT39847,ControlTesterTestItem,/FSCP14/Support/FSCP14.2 - February 2016 - Closing Checklist.xlsx
CIT39847,ControlTesterTestItem,/FSCP14/Support/FSCP14.3 - September 2016 - Oracle(j2) to NetSuite(ZD) TB Comparison - FINAL.xlsx
CIT39847,ControlTesterTestItem,/FSCP14/Support/FSCP14.4 - September 2016 - Closing Checklist.xlsx
CIT39848,ControlTesterTestItem,/FSCP16/1 - FSCP016 Detailed Testing.xlsx
CIT39848,ControlTesterTestItem,/FSCP16/Support/FSCP16.1.1_Offers Feb Reconciliation.xlsx
CIT39848,ControlTesterTestItem,/FSCP16/Support/FSCP16.1.2_February 2016 - Closing Checklist.xlsx
CIT39848,ControlTesterTestItem,/FSCP16/Support/FSCP16.2.1_Post acquisition balance sheets April-2016.xlsx
CIT39848,ControlTesterTestItem,/FSCP16/Support/FSCP16.2.2_Salesify Earnout tracking v2.xlsx
CIT39848,ControlTesterTestItem,/FSCP16/Support/FSCP16.2.3_April 2016 - Closing Checklist_Salesify.xlsx
CIT39849,ControlTesterTestItem,/FSCP13/FSCP13.1A-May 2016 FX Rates.pdf
CIT39849,ControlTesterTestItem,/FSCP13/FSCP13.1B-May 2016 - Closing Checklist.xlsx
CIT39849,ControlTesterTestItem,/FSCP13/FSCP13.2A-October 2016 FX Rates.pdf
CIT39849,ControlTesterTestItem,/FSCP13/FSCP13.2B-October 2016 - Closing Checklist.xlsx
CIT39849,ControlTesterTestItem,/FSCP13/FSCP13 Testing.xlsx
I39856,Issue,/Operational Audit Issue - Action Plan Confirm - CAPEX - Roger Miller - 1.24.2017.msg
CIT39857,ControlTesterTestItem,/CS05/Support/CS05.2_RE_ 2017 Benefit and Tax Rate for Cap Software.pdf
CIT39857,ControlTesterTestItem,/CS05/Support/CS05.1_December 2016 - Cap Dev Tax and Benefit Rate Review v2._otherxlsx.xlsx
I45531,Issue,/D01-D03_SOX Deficiency Confirmation_Joey Fortuna.pdf
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Certification Letters/Q1 2017 Sub-Certification Letter - Brian Stewart.pdf
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Confirmation E-mails/FW  Q1 2017 Sub-Certification Letter - Brian Stewart.msg
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Certification Letters/Q1 2017 Sub-Certification Letter - Fred Rolff.pdf
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Certification Letters/Q1 2017 Sub-Certification Letter - Joey Fortuna.pdf
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Certification Letters/Q1 2017 Sub-Certification Letter - Mark Solonick.pdf
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Certification Letters/Q1 2017 Sub-Certification Letter -James Yaffe.pdf
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Certification Letters/Q1 2017 Sub-Certification Letter -Mike Malone.pdf
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Certification Letters/Q1 2017 Sub-Certification Letter -Steve Hicks.pdf
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Certification Letters/Q1 2017 Sub-Certification Letter -Vivek Shah.pdf
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Submission E-mails/Q1 2017 Sub-Certification Letter - Brian Stewart.msg
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Submission E-mails/Q1 2017 Sub-Certification Letter - Fred Rolff.msg
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Submission E-mails/Q1 2017 Sub-Certification Letter - James Yaffe.msg
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Submission E-mails/Q1 2017 Sub-Certification Letter - Joey Fortuna.msg
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Submission E-mails/Q1 2017 Sub-Certification Letter - Mark Solonick.msg
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Submission E-mails/Q1 2017 Sub-Certification Letter - Mike Malone.msg
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Submission E-mails/Q1 2017 Sub-Certification Letter - Steve Hicks.msg
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Submission E-mails/Q1 2017 Sub-Certification Letter - Vivek Shah.msg
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Confirmation E-mails/FW  Q1 2017 Sub-Certification Letter - Fred Rolff.msg
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Confirmation E-mails/FW  Q1 2017 Sub-Certification Letter - Mark Solonick.msg
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Confirmation E-mails/FW  Q1 2017 Sub-Certification Letter - Steve Hicks.msg
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Confirmation E-mails/FW  Q1 2017 Sub-Certification Letter - Vivek Shah.msg
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Confirmation E-mails/Fwd  Q1 2017 Sub-Certification Letter - Joey Fortuna.msg
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Confirmation E-mails/Re  Q1 2017 Sub-Certification Letter - James Yaffe.msg
,StandardLibrary,/SOX/Quarterly Certifications/FY17/Q1/Confirmation E-mails/RE  Q1 2017 Sub-Certification Letter - Mike Malone.msg
I52471,Issue,/D11_SOX Deficiency Confirmation_Diane M..pdf
I45562,Issue,/D05_SOX Deficiency Confirmation_Meaghan Whyland.pdf
I45562,Issue,/D05_SOX Deficiency Confirmation_Tina Lopez.pdf
I45540,Issue,/D01-D03_SOX Deficiency Confirmation_Joey Fortuna.pdf
I45515,Issue,/D01-D03_SOX Deficiency Confirmation_Joey Fortuna.pdf
I45778,Issue,/D07_SOX Deficiency Confirmation_Chris P..pdf
I39809,Issue,/Job Description to HR - E-mail.pdf
I45778,Issue,/D07_SOX Deficiency Confirmation_John D.pdf
I45778,Issue,/D07_SOX Deficiency Confirmation_John T.pdf
I39809,Issue,/ZD Director of Internal Audit Job Description_April 2017_Final.docx
I39809,Issue,/CO Job Description Approval - Mike Malone.pdf
I39809,Issue,/CO Job Description Approval - Brian Stewart.pdf
CIT39833,ControlTesterTestItem,/P01.1 Walkthrough Support/P01.1E- Approval for Pay.pdf
AWCT43849,ControlTestWorkPaper,/User Export_EVDY Upload 1.csv
CIT39851,ControlTesterTestItem,/FSCP02.1.zip
CIT39851,ControlTesterTestItem,/FSCP02.2.zip
CIT39851,ControlTesterTestItem,/FSCP02.3.zip
CIT39851,ControlTesterTestItem,/FSCP02.4.zip
CIT39851,ControlTesterTestItem,/FSCP02.5.zip
CIT39851,ControlTesterTestItem,/FSCP02.6.zip
CIT39851,ControlTesterTestItem,/FSCP02.7.zip
CIT39851,ControlTesterTestItem,/FSCP02.8.zip
CIT39851,ControlTesterTestItem,/FSCP02.9.zip
CIT39851,ControlTesterTestItem,/FSCP02.10.zip
CIT39851,ControlTesterTestItem,/FSCP02.13.zip
CIT39851,ControlTesterTestItem,/FSCP02.14.zip
CIT39851,ControlTesterTestItem,/FSCP02.15.zip
CIT39851,ControlTesterTestItem,/FSCP02.16.zip
CIT39851,ControlTesterTestItem,/FSCP02.17.zip
CIT39851,ControlTesterTestItem,/FSCP02.18.zip
CIT39851,ControlTesterTestItem,/FSCP02.19.zip
CIT39851,ControlTesterTestItem,/FSCP02.20.zip
CIT39851,ControlTesterTestItem,/FSCP02.21.zip
CIT39851,ControlTesterTestItem,/FSCP02.22.zip
CIT39851,ControlTesterTestItem,/FSCP02.23.zip
CIT39851,ControlTesterTestItem,/FSCP02.25.zip
CIT39851,ControlTesterTestItem,/FSCP02.26.zip
CIT39851,ControlTesterTestItem,/FSCP02.27.zip
CIT39851,ControlTesterTestItem,/FSCP02.28.zip
CIT39851,ControlTesterTestItem,/FSCP02.29.zip
CIT39851,ControlTesterTestItem,/FSCP02.30.zip
CIT39851,ControlTesterTestItem,/FSCP02.31.zip
CIT39851,ControlTesterTestItem,/FSCP02.34.zip
CIT39851,ControlTesterTestItem,/FSCP02.35.zip
CIT39851,ControlTesterTestItem,/FSCP02.37.zip
CIT39851,ControlTesterTestItem,/FSCP02.43.zip
CIT39851,ControlTesterTestItem,/FSCP02.44.zip
CIT39851,ControlTesterTestItem,/FSCP02.45.zip
CIT39851,ControlTesterTestItem,/FSCP02.46.zip
CIT39851,ControlTesterTestItem,/FSCP02.47.zip
CIT39851,ControlTesterTestItem,/FSCP02.48.zip
CIT39851,ControlTesterTestItem,/FSCP02.50.zip
CIT39851,ControlTesterTestItem,/0 - FSCP02 - Phase I Testing_Final.xlsx
CIT39852,ControlTesterTestItem,/FSCP02 Phase 2/FSCP Phase 2 Control Workbook.xlsx
CIT39852,ControlTesterTestItem,"/FSCP02 Phase 2/FSCP02.51- A,B,C Journal - NetSuite (Ziff Davis LLC).pdf"
CIT39852,ControlTesterTestItem,"/FSCP02 Phase 2/FSCP02.51- D,E August 2016 - IGN US revenue.xlsx"
CIT39852,ControlTesterTestItem,"/FSCP02 Phase 2/FSCP02.52- A,B,C Journal - NetSuite (Ziff Davis LLC).pdf"
CIT39852,ControlTesterTestItem,"/FSCP02 Phase 2/FSCP02.52- D,E Monthly Commerce Report - (Aug 2016).xlsx"
CIT39852,ControlTesterTestItem,"/FSCP02 Phase 2/FSCP02.53- A,B,C Journal - NetSuite (Ziff Davis LLC).pdf"
CIT39852,ControlTesterTestItem,"/FSCP02 Phase 2/FSCP02.53- D,E sept 2016 - IGN US Revenue.xlsx"
CIT39852,ControlTesterTestItem,"/FSCP02 Phase 2/FSCP02.54- A,B,C Journal - NetSuite (Ziff Davis LLC).pdf"
CIT39852,ControlTesterTestItem,"/FSCP02 Phase 2/FSCP02.54- D,E Ziff Revenue Summary Sept '16 JE Support.xlsx"
CIT39852,ControlTesterTestItem,"/FSCP02 Phase 2/FSCP02.55- A,B,C Journal - NetSuite (Ziff Davis LLC).pdf"
CIT39852,ControlTesterTestItem,"/FSCP02 Phase 2/FSCP02.55- D,E Sept 2016 - ZD Tech Revenue.xlsx"
CIT39852,ControlTesterTestItem,"/FSCP02 Phase 2/FSCP02.56- A,B,C Journal - NetSuite (Ziff Davis LLC).pdf"
CIT39852,ControlTesterTestItem,"/FSCP02 Phase 2/FSCP02.56- D,E 1505Cap Softwareto1503 Software development_Roger_07-31-2016.pdf"
CIT39852,ControlTesterTestItem,"/FSCP02 Phase 2/FSCP02.56- D,E Screenshot Salebuild Balance Sheet for June 2016.JPG"
CIT39852,ControlTesterTestItem,"/FSCP02 Phase 2/FSCP02.57- A,B,C Journal - NetSuite (Ziff Davis LLC).pdf"
CIT39852,ControlTesterTestItem,"/FSCP02 Phase 2/FSCP02.57- D,E July 2016 - AMEX Statements - Schneider (submitted).xlsx"
CIT39852,ControlTesterTestItem,"/FSCP02 Phase 2/FSCP02.58- A,B,C Journal - NetSuite (Ziff Davis LLC).pdf"
